Image1,Image2,Similarity
20240922_112903.jpg,20240922_112852.jpg,0.9247948
20240922_112903.jpg,20240922_112907.jpg,0.93197525
20240922_112903.jpg,20240922_112840.jpg,0.92264175
20240922_112903.jpg,20240922_112849.jpg,0.92877674
20240922_112903.jpg,20240922_112858.jpg,0.931214
20240922_112903.jpg,20240922_112844.jpg,0.9412338
20240922_112903.jpg,20240922_112837.jpg,0.91232777
20240922_112852.jpg,20240922_112907.jpg,0.9806409
20240922_112852.jpg,20240922_112840.jpg,0.97993493
20240922_112852.jpg,20240922_112849.jpg,0.9438212
20240922_112852.jpg,20240922_112858.jpg,0.9820212
20240922_112852.jpg,20240922_112844.jpg,0.9242341
20240922_112852.jpg,20240922_112837.jpg,0.91891634
20240922_112907.jpg,20240922_112840.jpg,0.95515716
20240922_112907.jpg,20240922_112849.jpg,0.93035066
20240922_112907.jpg,20240922_112858.jpg,0.99602294
20240922_112907.jpg,20240922_112844.jpg,0.9238946
20240922_112907.jpg,20240922_112837.jpg,0.8854007
20240922_112840.jpg,20240922_112849.jpg,0.9567393
20240922_112840.jpg,20240922_112858.jpg,0.9564084
20240922_112840.jpg,20240922_112844.jpg,0.9449209
20240922_112840.jpg,20240922_112837.jpg,0.95509
20240922_112849.jpg,20240922_112858.jpg,0.9316192
20240922_112849.jpg,20240922_112844.jpg,0.96972346
20240922_112849.jpg,20240922_112837.jpg,0.97141564
20240922_112858.jpg,20240922_112844.jpg,0.92238504
20240922_112858.jpg,20240922_112837.jpg,0.88967204
20240922_112844.jpg,20240922_112837.jpg,0.9472681
